"BsmtFin SF 1","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Gr Liv Area","SalePrice"
1538,240,1778,1786,0,1786,300000
0,1128,1128,1149,1141,2290,255900
550,334,884,884,884,1768,224900
0,1129,1129,1129,1198,2327,240000
0,798,798,798,842,1640,183000
0,850,850,886,878,1764,207000
642,273,915,933,975,1908,210000
686,162,848,848,0,848,136500
662,186,848,848,0,848,145000
994,484,1478,1493,0,1493,208900
1593,83,1838,1838,0,1838,185000
810,726,1536,1536,0,1536,214000
706,150,856,856,854,1710,208500
24,1421,1445,1445,0,1445,186500
946,490,1436,1436,0,1436,210000
490,280,770,770,812,1582,185900
0,1234,1234,1234,0,1234,179900
56,1508,1564,1564,0,1564,218836
24,1327,1351,1361,0,1361,193000
648,80,728,728,728,1456,189000
697,151,848,848,0,848,149300
697,151,848,848,0,848,141000
662,186,848,848,0,848,149000
662,186,848,848,0,848,144500
0,796,796,796,0,796,85000
1084,188,1272,1272,928,2200,145900
609,483,1092,1092,0,1092,123000
830,136,1256,1256,0,1256,147500
456,0,456,1033,0,1033,165000
1033,94,1127,1127,0,1127,135000
290,706,996,996,0,996,108000
920,38,1138,1181,0,1181,137500
0,746,746,760,896,1656,165400
368,541,1029,1117,0,1117,147000
288,396,684,684,714,1398,160500
1024,108,1132,1132,0,1132,176000
0,0,0,3820,0,3820,284700
5644,466,6110,4692,950,5642,160000
459,88,547,1072,0,1072,148000
0,0,0,1152,0,1152,82000
0,0,0,1152,0,1152,82000
133,1307,1440,1440,0,1440,118000
0,0,0,1152,0,1152,82500
784,0,784,784,0,784,91900
0,585,585,585,468,1053,120000
0,0,0,929,208,1137,96000
767,144,911,930,0,930,99000
352,416,768,768,432,1200,130500
0,941,941,997,473,1470,135000
0,816,816,872,521,1393,135500
0,416,416,1204,0,1204,100000
224,725,949,949,343,1292,108000
468,396,864,864,0,864,98000
41,823,864,864,0,864,67000
210,570,780,936,780,1716,135900
156,516,672,810,672,1482,140000
378,342,720,1052,720,2192,179500
423,758,1181,1390,304,1694,136500
0,1228,1228,1424,0,1424,168000
0,940,940,1024,940,1964,130000
0,612,612,990,1611,2601,189000
281,0,960,960,960,1920,161900
379,265,644,672,644,1316,145000
0,588,588,1423,748,2555,191000
0,840,840,840,840,1680,177000
0,676,676,676,588,1264,147500
384,384,768,790,0,790,91000
406,392,798,798,714,1512,231000
0,1064,1064,1166,0,1639,115000
0,784,784,819,784,1603,138000
0,776,776,851,651,1502,149000
326,389,715,849,811,1660,188700
606,336,942,1265,673,1938,198000
0,884,884,932,442,1374,110000
500,591,1091,1091,0,1091,104000
210,398,608,983,890,1873,257076
192,536,728,1968,1479,3447,381000
341,457,798,1137,817,1954,311500
435,397,832,1218,943,2161,263400
1116,782,1898,1898,0,1898,236500
728,568,1296,1640,0,1640,224000
366,150,516,516,516,1032,116500
81,23,716,716,840,1556,151000
299,555,894,919,0,919,126000
0,720,720,760,330,1090,120000
0,796,796,796,0,796,55000
538,278,816,816,0,816,120500
403,212,740,778,0,778,120500
0,780,780,780,420,1200,119000
257,367,624,1092,564,1656,126000
0,520,520,912,0,912,99500
330,821,1151,1151,804,1955,165500
0,0,0,733,0,733,13100
0,173,173,825,536,1361,89000
0,649,649,649,668,1317,40000
0,356,356,671,378,1049,80900
0,894,894,894,0,894,81000
0,592,592,432,432,864,65000
1480,120,1600,1652,0,1652,392500
1476,120,1596,1648,0,1648,294464
1474,120,1594,1646,0,1646,250000
1373,221,1594,1646,0,1646,275000
700,1140,1840,2032,0,2032,300000
1218,350,1568,1689,0,1689,271000
0,910,910,910,910,1820,213000
522,574,1096,1118,0,1118,171000
641,276,1196,1279,0,1279,171500
0,0,0,936,936,1872,100000
1383,297,1680,1689,0,1689,228500
1249,103,1499,1619,167,1786,228950
893,384,1277,1501,0,1501,241500
1165,0,1565,2898,0,2898,287000
1036,482,1518,1537,0,1537,294000
1513,125,1638,1646,0,1646,293077
770,150,920,920,860,1780,264966
0,352,352,712,730,1442,172500
0,384,384,754,640,1394,167500
0,796,796,796,816,1612,218689
0,1495,1495,1495,0,1495,150000
1398,0,1606,1651,0,1651,184000
920,276,1256,1256,0,1256,180000
783,678,1461,1509,0,1509,175000
1029,403,1432,1440,0,1440,232500
1223,443,1666,1675,0,1675,195000
871,611,1482,1482,780,2262,305000
1011,873,1884,1728,0,1728,298751
1571,393,1964,1964,0,1964,370000
1309,35,1344,1344,0,1344,209200
1309,35,1344,1344,0,1344,206300
0,1092,1092,1092,0,1092,146000
864,325,1189,1189,0,1189,160500
865,88,1200,1200,0,1200,173000
769,271,1040,1040,0,1040,124000
0,264,264,616,688,1304,115000
318,232,550,925,550,1475,129500
501,25,526,526,462,988,105000
437,25,462,526,462,988,94900
785,328,1113,1160,0,1160,152500
358,188,546,546,546,1092,98000
495,135,630,630,0,630,81000
0,988,988,988,0,988,113000
534,282,816,816,0,816,128500
658,218,876,923,0,923,119500
641,175,816,816,0,816,130500
816,0,816,816,0,816,138000
638,207,845,845,0,845,134500
660,323,983,983,767,1750,160000
647,217,864,889,0,889,137500
562,29,784,1168,800,1968,172000
0,686,686,1150,686,1836,103000
838,749,1587,1587,0,1587,167300
778,499,1277,1277,0,1277,167000
1880,343,2223,2223,0,2223,244000
351,1043,2217,2217,0,2217,268000
0,847,847,847,886,1733,225000
0,806,806,806,766,1572,168000
182,612,794,794,676,1470,177000
0,916,916,916,684,1600,169000
0,384,384,754,630,1384,161500
1196,298,1494,1652,0,1652,251000
186,206,392,924,770,1694,160000
871,52,923,947,767,1714,180000
414,277,691,691,862,1553,178750
0,1237,1237,1253,0,1253,176000
0,938,938,957,1342,2299,204000
0,1168,1168,1187,0,1187,160000
0,384,384,802,670,1472,160000
0,384,384,812,670,1482,163900
0,903,903,910,732,1642,168000
550,752,1302,1128,0,1128,154204
0,1074,1074,1088,0,1088,170000
828,180,1190,1190,900,2090,207500
248,918,1166,1179,0,1179,182000
926,386,1312,1321,0,1321,212000
1249,673,1922,1922,0,1922,377426
986,163,1149,1164,1377,2541,349265
1101,1559,2660,2338,0,2338,591587
1047,53,1100,1424,0,1424,155000
797,815,1612,1612,0,1612,319900
945,474,1419,1419,0,1419,392000
1558,662,2220,2234,0,2234,441929
1152,590,1742,2042,0,2042,455000
678,762,1440,1440,0,1440,182900
256,1028,1284,1284,0,1284,174000
0,585,585,1140,728,1868,178000
321,404,725,725,754,1479,176000
1328,201,1529,1664,0,1664,213000
758,22,780,1085,845,1930,192000
0,808,808,1161,808,1969,190000
156,692,848,1118,912,2030,195000
605,427,1032,1032,0,1032,148000
781,372,1153,1177,0,1177,151500
315,114,539,1040,685,1725,197000
903,356,1259,1353,0,1353,192350
493,0,780,780,840,1620,152000
492,1012,1625,1220,0,1220,170000
998,486,1484,1484,0,1484,175000
384,143,702,1041,702,1743,175000
0,793,793,1142,793,1935,197900
624,0,1228,1324,0,1324,174000
931,0,1084,1084,793,1877,178900
349,23,372,576,533,1109,139000
282,664,981,981,0,981,143250
626,99,725,725,754,1479,184000
566,359,925,1422,0,1422,155000
81,214,914,914,0,914,133000
412,251,950,950,0,950,119500
0,858,858,872,0,872,123000
322,536,858,858,0,858,110000
314,600,914,914,0,914,128000
616,248,864,864,0,864,120500
584,0,723,767,0,767,133000
0,1337,1337,1337,0,1337,155000
930,475,1405,1337,0,1337,177000
312,213,525,525,567,1092,113500
356,316,672,672,546,1218,113000
0,672,672,672,546,1218,113700
0,630,630,630,672,1302,106000
471,294,765,765,600,1365,122500
120,958,1078,958,0,958,128000
556,248,804,804,744,1548,155000
632,423,1061,1055,0,1055,142500
725,263,988,988,0,988,129250
1151,639,1790,1816,0,1816,356000
48,1774,1822,1828,0,1828,314813
0,1694,1694,1694,0,1694,318000
0,1694,1694,1694,0,1694,322400
1004,730,1734,1734,0,1734,318000
1518,590,2108,2122,0,2122,345474
0,2121,2121,2121,0,2121,415298
1304,630,1934,1943,713,2656,492000
0,1108,1108,1148,1402,2550,338931
1430,564,1994,2046,0,2046,450000
0,1063,1063,1071,1101,2172,280000
1812,740,2552,2552,0,2552,479069
0,1935,1935,1973,0,1973,395000
0,2153,2153,2069,574,2643,380000
0,1626,1626,1634,0,1634,250000
1350,626,1976,1976,0,1976,440000
0,1704,1704,1722,1036,2758,418000
1684,636,2320,2290,0,2290,500067
0,1582,1582,1582,570,2152,260116
0,1143,1143,1143,1330,2473,317000
778,140,918,958,1142,2100,319500
1288,294,1582,1610,551,2161,325624
0,1802,1802,1802,0,1802,372000
0,1706,1706,1718,1238,2956,342000
970,166,1136,1136,1332,2468,354000
938,379,1317,1217,1168,2385,350000
0,1181,1181,1234,1140,2374,285000
669,226,895,895,923,1818,281500
1178,436,1614,1614,0,1614,245700
119,1602,1721,1721,0,1721,232698
0,1298,1298,1298,530,1828,250000
20,1342,1362,1362,0,1362,194700
866,436,1302,1302,0,1302,204000
1030,272,1302,1302,0,1302,200000
762,600,1362,1362,0,1362,207000
24,1530,1554,1554,0,1554,209500
24,1530,1554,1554,0,1554,209500
24,1346,1370,1370,0,1370,202500
848,729,1577,1577,0,1577,280000
1153,408,1561,1561,0,1561,277500
0,1869,1869,1869,0,1869,318061
24,1300,1324,1324,0,1324,221370
1000,405,1405,1405,0,1405,200000
0,768,768,768,728,1496,181755
0,768,768,768,768,1536,176000
0,783,783,783,701,1484,178900
0,608,608,608,850,1458,168165
0,738,738,738,757,1495,171925
0,698,698,698,1048,1746,198444
918,408,1326,1326,0,1326,203000
0,728,728,728,728,1456,179540
0,1302,1302,1302,0,1302,176485
24,1316,1340,1340,0,1340,181134
0,616,616,616,796,1412,156932
0,752,752,752,752,1504,166000
0,728,728,728,728,1456,177594
0,1246,1246,1258,0,1258,173500
0,1258,1258,1258,0,1258,172500
0,1258,1258,1402,0,1402,194201
1084,322,1406,1589,0,1589,226500
0,1266,1266,1266,0,1266,185485
1300,230,1530,1530,0,1530,259000
779,56,835,1119,0,1119,188500
192,192,384,744,630,1374,175000
0,847,847,847,1112,1959,215000
0,1510,1510,1525,0,1525,206580
0,840,840,840,880,1720,183500
0,384,384,754,640,1394,165500
0,847,847,847,1101,1948,211000
0,924,924,948,742,1690,181000
574,280,854,864,1131,1995,219500
0,953,953,953,694,1647,175000
0,384,384,774,656,1430,170000
0,660,660,660,660,1320,162000
520,395,915,940,750,1690,187000
0,941,941,961,683,1644,185000
2096,300,2396,2411,2065,4476,745000
1181,598,1779,1779,772,2551,384500
0,969,969,997,1288,2285,248000
1282,1351,2633,2633,0,2633,466500
672,736,1408,1671,1407,3078,410000
1048,341,1389,1411,1171,2582,322500
0,1066,1066,1108,1277,2385,252000
1455,989,2444,2444,1872,4316,755000
862,255,1117,1127,886,2013,269790
719,660,1379,1383,1015,2398,315750
565,638,1203,1214,1306,2520,290000
56,1198,1318,1328,1203,2531,290000
1231,1969,3200,3228,0,3228,430000
335,770,1105,1105,1097,2202,263000
1225,100,1325,1335,1203,2538,330000
0,1369,1369,1369,0,1369,213133
1220,322,1542,1542,0,1542,260261
0,1905,1905,1905,0,1905,320000
929,556,1485,1464,0,1464,282922
28,1496,1524,1534,0,1534,215000
1572,394,1966,1966,0,1966,419005
63,1560,1623,1636,0,1636,255000
0,1795,1795,1795,0,1795,147000
0,1528,1528,1528,0,1528,235876
1126,600,1726,1726,0,1726,311872
0,1689,1689,1689,0,1689,248328
0,1588,1588,1588,0,1588,227000
769,769,1538,1538,0,1538,260000
0,1496,1496,1496,0,1496,225000
778,716,1494,1506,0,1506,249000
1369,317,1686,1694,0,1694,307000
0,982,982,982,995,1977,250000
0,1302,1302,1302,528,1830,221300
24,1314,1338,1338,0,1338,208900
0,1335,1335,1335,0,1335,210400
350,546,896,896,896,1792,255000
0,725,725,725,863,1588,212109
0,1088,1088,1088,871,1959,270000
64,1120,1184,1184,1426,2610,303477
745,210,955,955,925,1880,310013
24,1632,1656,1656,0,1656,249700
0,874,874,874,887,1761,227875
0,1574,1574,1584,0,1584,261329
0,1685,1685,1685,0,1685,253000
0,1158,1158,1158,1285,2443,265000
0,1580,1580,1580,886,2466,340000
0,1100,1100,1100,0,1100,146000
0,1143,1143,1143,0,1143,147000
729,365,1094,1094,0,1094,149000
0,1461,1461,1486,0,1486,181000
814,114,928,936,785,1721,201000
480,384,864,920,900,1820,191750
0,1349,1349,1349,0,1349,179000
1443,39,1482,1494,0,1494,215000
430,1145,1575,1575,0,1575,179200
0,630,630,630,636,1266,128000
747,0,840,884,0,884,144000
0,0,0,2020,0,2020,144000
138,405,894,894,0,894,120750
630,340,970,970,0,970,132500
417,640,1057,1057,0,1057,132000
588,411,999,999,0,999,132500
932,108,1040,1120,0,1120,129000
0,1140,1140,1696,0,1696,143900
812,228,1040,1040,0,1040,145000
827,161,988,988,0,988,128500
599,277,876,902,0,902,125500
727,496,1223,1271,1232,2503,300000
125,36,1192,1516,651,2167,294000
787,250,1037,1037,0,1037,129000
1390,0,1390,1701,0,1701,171000
968,76,1044,1055,0,1055,147000
482,971,1453,1453,1357,2810,302000
700,983,1683,2129,743,2872,285000
851,527,1378,1378,0,1378,214000
60,1081,1141,1151,0,1151,166000
60,1451,1511,1565,0,1565,193800
0,1352,1352,1352,0,1352,208900
937,415,1352,1352,0,1352,194000
0,1550,1550,1550,0,1550,207500
1106,135,1241,1241,0,1241,199900
0,625,625,625,625,1250,164700
565,179,744,757,744,1501,176500
419,310,729,729,729,1458,176000
420,336,756,756,756,1512,168500
417,339,756,769,804,1573,177000
436,320,756,769,756,1525,177000
239,312,551,551,551,1102,148800
0,776,776,764,677,1441,174000
649,326,975,975,975,1950,239000
0,1339,1339,1358,0,1358,204000
964,90,1054,1072,976,2048,301000
901,319,1220,1220,1142,2362,312500
457,0,1494,1494,0,1494,279700
1732,270,2002,2362,0,2362,255000
680,289,1360,1432,0,1432,194000
1157,280,1437,1437,0,1437,218000
881,0,1057,1295,0,1295,213750
0,528,528,1094,761,1855,187000
978,284,1262,1262,0,1262,181500
1632,0,2461,2497,0,2497,373000
498,652,1361,1361,1259,2620,190000
738,319,1057,1057,872,1929,226000
0,912,912,1152,0,1152,143450
915,93,1008,1403,1008,2411,240050
973,0,973,1082,0,1082,162500
910,385,1295,1295,0,1295,164000
346,778,1124,1610,0,1610,185000
0,1594,1594,1594,0,1594,188500
819,329,1148,1091,984,2075,255000
0,1680,1680,1680,0,1680,136905
792,301,1093,1093,0,1093,158500
916,326,1242,1242,0,1242,175500
617,171,1052,1052,0,1052,127000
474,437,949,1107,0,1107,127000
695,519,1214,1214,0,1214,143000
836,237,1073,1073,0,1073,156000
457,193,1024,1344,0,1344,144000
40,1424,1728,1728,0,1728,119000
0,0,0,1224,0,1224,103000
0,978,978,1422,0,1422,139900
498,460,958,958,0,958,151500
0,1065,1065,1065,0,1065,126500
507,81,588,1138,0,1138,145000
111,522,912,912,0,912,120000
438,250,894,1074,0,1074,124000
0,0,0,882,0,882,106500
311,386,864,1187,0,1187,140500
700,264,964,964,0,964,137500
0,894,894,894,0,894,117600
654,520,1174,1200,0,1200,163500
494,548,1042,1042,0,1042,161000
270,452,1302,1302,0,1302,158000
414,431,845,845,1309,2154,224500
54,533,1130,1374,0,1374,147000
1386,206,1592,1652,0,1652,200000
594,331,1144,1429,0,1429,181900
405,658,1063,1327,0,1327,150750
0,0,0,1224,0,1224,101800
0,932,932,932,0,932,124000
130,433,822,908,0,908,138500
0,0,0,334,0,334,39300
299,367,666,666,0,666,64500
144,226,370,442,228,670,64000
150,254,808,808,0,808,112000
442,374,816,1127,850,1977,165000
368,710,1078,1150,0,1150,144000
220,708,928,928,992,1920,137000
368,359,768,968,408,1376,105000
386,342,728,888,756,1644,146500
0,1560,1560,1560,0,1560,126000
602,191,793,1280,0,1280,175000
600,618,1218,1254,0,1254,158500
456,456,912,912,0,912,114500
460,414,874,874,650,1524,144000
187,111,1021,1465,915,2380,129000
873,63,936,936,0,936,141000
908,100,1008,1008,0,1008,131000
288,765,1053,1053,0,1053,142100
846,210,1056,1056,0,1056,139000
608,834,1442,1442,0,1442,157900
480,108,1056,1056,0,1056,139400
777,467,1244,1244,0,1244,150000
0,1144,1144,1144,0,1144,120000
668,525,1331,1721,0,1721,174850
512,410,922,922,0,922,116000
586,462,1048,1048,0,1048,135000
1237,420,1657,1657,0,1657,163500
780,424,1204,1411,0,1411,130000
288,928,1216,1216,0,1216,129500
408,456,864,1154,0,1154,142000
0,1560,1560,1560,0,1560,128600
441,507,948,948,0,948,125000
85,0,1040,1040,0,1040,136000
643,365,1008,1008,0,1008,134500
114,120,925,925,0,925,127000
384,0,384,1360,0,1360,130000
150,1040,1190,1040,500,1540,115000
793,130,923,925,0,925,116900
377,551,928,928,0,928,132000
595,156,1105,1647,0,1647,153000
292,632,924,924,0,924,112500
0,925,925,1000,544,1544,138000
220,625,845,893,0,893,135000
198,1018,1216,1216,0,1728,156000
0,666,666,1308,1778,3086,301600
0,735,735,735,299,1034,109000
0,882,882,882,0,882,103200
1030,55,1151,845,436,1281,128500
0,656,656,968,0,968,64500
0,736,736,751,783,1534,148000
0,691,691,691,0,691,86000
242,0,725,1035,616,1651,172000
192,728,920,888,0,888,120000
952,0,952,952,0,952,128500
650,390,1040,1040,1040,2080,135000
0,672,672,672,252,924,122900
336,746,1082,1082,0,1082,119200
196,844,1040,1168,678,1846,143000
534,246,876,988,0,988,119000
432,432,864,1238,0,1238,102000
398,317,864,864,0,864,129000
588,422,1010,1134,0,1134,135000
574,466,1040,1040,0,1040,152000
625,545,1170,1170,0,1170,140000
739,503,1242,1242,0,1242,152000
1098,125,1377,1377,0,1377,156500
0,1800,1800,1800,0,1800,141000
0,0,0,925,0,925,99000
536,169,822,1020,831,1851,187000
540,324,864,876,936,1812,169500
110,312,864,864,0,864,125500
734,162,896,936,0,936,130000
0,850,850,960,0,960,103000
0,264,264,768,664,1432,132000
276,569,845,866,430,1296,127500
782,240,1022,1022,0,1022,89500
936,0,936,936,0,936,140000
0,967,967,967,0,967,99900
0,641,641,1047,0,1047,100000
0,808,808,1072,0,1072,130000
130,550,680,680,494,1174,135000
331,318,649,679,504,1183,120000
168,739,907,1131,0,1131,89471
122,0,570,761,380,1141,85000
250,710,960,960,0,960,108500
0,1075,1075,1156,642,1798,137000
329,357,686,866,0,866,110500
0,968,968,968,0,968,100000
0,725,725,909,863,1772,184900
196,322,728,914,728,1642,145000
0,702,702,842,630,1472,125000
168,448,616,616,616,1232,114000
0,662,662,1422,915,2337,90000
259,667,926,991,659,1650,144100
0,1008,1008,1178,1032,2210,117500
316,371,687,687,671,1358,124500
0,819,819,1312,1142,2454,185000
1046,168,1214,1260,1031,2291,133900
370,779,1149,1149,467,1616,152000
338,1221,1559,1559,0,1559,153500
0,718,718,1576,978,2554,159500
324,588,912,912,336,1248,87000
0,0,0,968,0,968,104500
0,0,0,1382,0,1382,110000
317,212,756,916,144,1060,136500
910,0,910,910,525,1435,128250
645,270,915,1167,0,1167,144000
300,765,1065,915,720,1635,210000
306,422,728,728,546,1274,135000
276,324,600,608,624,1232,128000
375,360,735,869,349,1218,131000
0,884,884,884,0,884,113000
52,809,861,861,548,1409,126000
48,624,672,899,423,1322,132000
0,966,966,1014,412,1426,131750
351,405,756,903,378,1281,132500
0,939,939,939,574,1513,137500
0,832,832,854,0,854,132000
425,459,884,959,408,1367,127500
0,960,960,986,0,986,102000
0,1100,1100,1100,1164,2264,200000
0,764,764,1060,764,1824,180500
0,768,768,752,624,1376,165000
0,750,750,960,356,1316,90000
0,698,698,698,698,1396,153575
336,336,672,672,672,1344,140000
168,0,714,1664,862,2526,136000
0,592,592,933,240,1173,113000
0,969,969,969,245,1214,117000
224,816,1040,1226,592,1818,169500
0,637,637,1108,0,1108,139400
375,366,741,1497,797,2294,202500
0,684,684,773,582,1355,127000
0,780,780,780,595,1375,141000
354,224,976,976,976,1952,212300
375,763,1138,1138,1042,2180,161000
681,0,808,838,477,1315,99500
0,530,530,581,530,1111,101000
197,999,1196,1196,0,1196,109900
360,360,720,854,0,1382,128500
0,925,925,964,925,1889,122000
116,556,672,840,0,840,87000
0,771,771,866,504,1484,50000
288,717,1005,1262,1005,2267,219000
152,977,1598,1636,971,3086,200500
312,444,756,756,378,1134,126000
485,187,672,778,504,1282,108500
925,0,925,999,0,999,130000
785,635,1420,1452,0,1452,158450
513,348,1005,1005,0,1005,115400
903,126,1029,1029,0,1029,118500
68,190,980,1020,0,1020,165000
249,30,1040,1040,0,1040,123000
187,0,814,913,0,913,129000
180,340,894,894,0,894,125000
0,948,948,948,0,948,108000
748,20,768,868,0,868,119900
168,420,876,897,0,897,115000
114,300,943,943,0,943,134500
763,192,955,955,0,955,127000
492,402,894,894,0,894,129000
0,660,660,1285,0,1285,143500
216,261,912,912,0,912,129000
386,332,1240,1375,0,1375,187000
267,404,671,1567,1087,2654,158000
0,816,816,1416,0,1416,112000
258,422,680,798,504,1302,165250
736,231,967,1299,0,1299,150000
190,95,1158,1176,0,1176,137000
0,0,0,998,0,998,89500
1219,424,1643,1824,0,1824,302000
299,0,1190,1522,0,1522,182000
831,320,1151,1164,896,2060,211000
300,109,409,1325,0,1325,216000
587,486,1073,1630,0,1630,130000
0,484,484,1242,0,1242,109900
353,935,1288,2422,0,2422,255000
477,725,1202,2158,0,2158,243000
491,497,988,988,638,1626,154000
453,411,864,864,0,864,118000
0,0,0,943,0,943,80000
1440,0,1440,1440,0,1440,150000
348,180,528,605,0,605,86000
283,0,1038,1038,0,1038,130000
557,785,1342,1342,0,1342,125000
1080,0,1080,1080,400,1480,136500
0,951,951,986,376,1362,96000
0,0,0,1340,0,1340,120000
0,1105,1105,1105,717,1822,228500
738,172,910,1442,0,1442,179900
700,0,700,1122,1121,2243,225000
28,0,1502,1553,1177,2730,301000
48,422,1104,912,1215,2127,238000
421,386,807,1175,807,1982,228500
497,282,779,1029,929,1958,220000
984,280,1264,1282,1414,2696,383970
1150,316,1466,1466,1362,2828,424870
0,1643,1643,1651,0,1651,250000
0,2140,2140,2140,0,2140,360000
0,1494,1494,1494,0,1494,279500
0,1316,1316,1316,0,1316,200141
0,1643,1643,1651,0,1651,246500
0,1482,1482,1482,1092,2574,276000
925,349,1274,1274,0,1274,203000
0,728,728,728,728,1456,155835
0,1240,1240,1240,0,1240,194000
664,544,1208,1208,0,1208,195400
20,1526,1546,1546,0,1546,217000
36,1453,1489,1500,0,1500,212999
0,1270,1270,1270,0,1270,175900
0,879,879,879,916,1795,191000
24,1290,1314,1314,0,1314,176432
1065,92,1157,1180,882,2062,277000
608,0,929,946,927,1873,207000
697,747,1444,1444,700,2144,277000
985,595,1580,1079,874,1953,240000
568,264,832,976,1111,2087,187500
51,0,966,1743,0,1743,279000
550,472,1022,1022,0,1022,139500
495,495,990,990,0,990,126000
334,322,1200,1200,0,1200,177500
539,96,635,646,662,1308,175000
706,88,794,882,914,1796,211000
420,570,990,990,0,990,146000
549,548,1097,1097,0,1097,147900
588,402,990,990,0,990,123600
648,176,824,905,881,1786,204750
342,646,988,988,885,1873,235500
638,215,853,853,900,1753,217000
0,845,845,845,845,1690,190550
841,144,985,985,857,1842,217500
1013,440,1453,1479,0,1479,226000
0,840,840,840,828,1668,180000
663,201,864,894,0,894,131000
502,513,1015,1025,0,1025,153500
755,240,995,1009,0,1009,160000
539,501,1040,1040,0,1040,134900
60,399,876,907,0,907,130000
330,102,864,879,0,879,120000
138,276,882,882,0,882,112500
716,253,969,969,0,969,122000
671,193,864,864,0,864,127000
385,0,385,875,0,875,117000
1464,536,2000,2000,0,2000,305900
0,1284,1284,1284,885,2169,228500
1412,261,1673,1673,0,1673,270000
0,1459,1459,1459,0,1459,192000
654,325,979,992,940,1932,213000
0,860,860,860,869,1729,200000
281,747,1028,1210,1242,2452,267000
408,683,1556,1592,0,1592,228000
1198,333,1531,1531,908,2439,275000
762,98,860,1212,780,1992,211000
1059,567,1626,1668,0,1668,285000
1079,141,1220,1220,870,2090,240000
659,189,848,848,0,848,131500
915,426,1341,1341,0,1341,246900
0,847,847,847,1081,1928,219500
699,638,1337,1337,0,1337,185000
0,738,738,738,738,1476,179400
0,939,939,939,858,1797,213500
0,1422,1422,1422,0,1422,179600
709,460,1169,1190,0,1190,173500
0,1330,1330,1330,0,1330,167840
0,738,738,738,753,1491,168675
0,768,768,768,768,1536,167000
698,420,1214,1214,0,1214,140000
936,0,936,936,0,936,118500
132,115,1088,1088,0,1088,110000
520,440,960,960,0,960,94750
130,666,901,901,450,1351,122000
0,1179,1179,1179,0,1179,110000
816,0,816,816,0,816,118500
504,456,960,1044,0,1044,133500
751,392,1143,1113,0,1113,148000
0,0,0,1100,1133,2233,141000
0,1125,1125,1125,0,1125,155000
980,110,1090,1090,0,1090,157000
611,123,734,734,674,1408,171500
4010,1085,5095,5095,0,5095,183850
2260,878,3138,3138,1538,4676,184750
467,80,547,1072,0,1072,140000
77,52,960,960,0,960,131750
0,0,0,1152,0,1152,61500
492,372,864,948,0,948,111000
0,1195,1195,1195,0,1195,98500
544,0,544,774,0,774,79000
144,238,660,740,125,865,108500
552,342,894,894,0,894,110000
0,560,560,796,550,1346,112000
544,224,768,768,0,768,125000
682,182,864,864,0,864,79275
732,216,948,948,0,948,119000
256,1184,1440,1440,1440,3395,200000
