"BsmtFin SF 1","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Gr Liv Area","SalePrice"
371,925,1296,1296,1296,2592,150000
0,602,602,900,602,1502,165000
0,768,768,789,0,789,96500
319,971,1290,1422,0,1422,136500
113,538,651,759,539,1298,146500
569,162,731,981,787,1768,175000
246,285,531,567,531,1098,148500
0,585,585,851,585,1436,141500
0,912,912,912,514,1426,189950
0,686,686,686,775,1461,135000
364,554,918,918,728,1646,164000
365,75,440,694,0,694,90350
0,661,661,661,589,1250,139000
0,920,920,954,0,954,119750
484,495,979,979,979,1958,145000
284,717,1001,1001,1001,2002,145000
0,851,851,867,851,1718,238000
0,0,0,1226,0,1226,153500
1128,242,1370,1370,1254,2624,239000
428,537,965,1940,1254,3194,359100
189,741,930,1230,525,1755,188000
297,0,854,1096,895,1991,220000
533,195,728,760,595,1355,140000
297,556,853,1549,1178,2727,315000
774,104,1028,1436,884,2320,259500
1186,291,1477,1839,0,1839,257500
410,390,800,960,780,1740,219500
35,905,1809,2259,0,2259,217000
540,0,1560,1560,0,1560,201000
813,675,1488,1488,0,1488,215000
330,186,516,529,516,1045,123900
0,1680,1680,1680,0,1680,170000
577,427,1004,1020,0,1020,200000
434,1262,1696,1696,0,1696,198000
1219,816,2035,2515,0,2515,200624
0,279,279,2726,0,2726,315000
0,793,793,997,520,1517,115000
375,345,720,720,495,1215,141000
116,604,720,803,0,803,87000
0,936,936,936,665,1601,129850
0,732,732,772,351,1123,100000
548,311,859,942,886,1828,150909
0,816,816,816,0,816,75200
0,1012,1012,1012,0,1012,118400
0,961,961,1077,0,1077,67000
420,490,910,910,648,1558,152000
0,0,0,640,0,845,68104
0,957,957,1034,957,1991,119600
967,106,1073,1073,0,1073,140000
737,100,837,1001,0,1001,124900
1573,0,1573,1625,0,1625,375000
1573,0,1573,1625,0,1625,235000
1001,0,1001,1299,0,1299,183500
773,115,888,912,0,912,156000
336,748,1084,1080,0,1080,134000
585,856,1441,1392,0,1392,215000
1392,17,1409,1409,0,1409,245000
1239,215,1454,1478,0,1478,210000
224,98,852,918,0,918,148000
924,46,970,1026,0,1026,143000
949,552,1501,1501,0,1501,244000
1102,328,1502,1502,0,1502,330000
967,383,1350,1328,0,1328,170000
0,585,585,2279,0,2279,257000
0,1689,1689,1689,0,1689,231713
583,963,1546,1564,0,1564,267300
428,1048,1476,1484,0,1484,265900
0,1571,1571,1571,0,1571,239000
0,1638,1638,1646,0,1646,248900
215,970,1265,1240,0,1240,174000
902,254,1156,1187,530,1717,187500
742,130,872,888,868,1756,204000
250,1017,1267,1312,0,1312,180500
786,82,868,1146,0,1146,187500
1329,593,1922,1922,0,1922,282000
0,1491,1491,1491,0,1491,178000
1300,316,1616,1629,0,1629,270000
766,356,1122,1146,1340,2486,279900
1159,413,1572,1572,0,1572,186700
80,1652,1732,1776,0,1776,283463
0,1824,1824,1824,0,1824,392000
0,1094,1094,1133,1349,2482,281213
206,914,1120,1120,0,1120,147000
0,0,0,2034,0,2034,130000
16,0,920,936,0,936,140000
633,431,1064,1040,0,1040,132250
0,1632,1632,1632,0,1632,143000
1159,90,1249,1622,0,1622,168000
840,200,1040,1060,0,1060,129900
874,268,1142,1142,0,1142,134000
252,294,546,546,546,1092,85500
503,27,530,530,462,992,106500
384,162,546,546,546,1092,93900
0,546,546,546,546,1092,75000
131,0,630,630,0,630,84500
0,546,546,546,546,1092,75190
539,490,1029,1062,0,1062,146800
923,0,923,1008,0,1008,153500
1148,96,1244,1356,0,1356,188000
1112,48,1160,1676,0,1676,196000
531,185,716,716,716,1432,157000
796,0,796,796,0,796,138000
619,149,768,768,0,768,129500
811,585,1396,1608,0,1608,80000
565,280,845,845,0,845,129500
1090,0,1090,1178,0,1178,135000
546,270,816,816,0,816,124500
596,220,816,816,0,816,139000
212,762,974,974,0,974,93500
516,348,864,887,0,887,124500
468,171,1178,1293,0,1293,149900
773,235,1008,1024,0,1024,157500
1127,490,1617,1797,0,1797,169000
1110,595,1705,1390,0,1390,252000
0,1851,1851,1851,0,1851,192100
700,113,813,813,712,1525,183500
0,964,964,993,1243,2236,222000
0,781,781,781,890,1671,170000
592,99,691,691,807,1498,187500
0,821,821,821,955,1776,202000
714,88,802,802,709,1511,185000
57,1335,1392,1392,1070,2462,320000
0,1670,1670,1670,0,1670,240000
0,1074,1074,1074,990,2064,250000
0,893,893,901,900,1801,239900
60,1640,1700,1700,512,2212,309000
0,868,868,887,1134,2021,274725
0,2062,2062,2079,608,2687,270000
705,455,1160,1169,0,1169,183500
518,179,697,697,804,1501,165600
0,935,935,955,677,1632,176500
0,1191,1191,1204,0,1204,130000
495,354,1064,1064,703,1767,239000
1148,594,1742,1742,0,1742,275000
1218,180,1398,1414,1384,2798,457347
0,1528,1528,1528,1862,3390,545224
205,889,1094,1102,1371,2473,356383
240,1752,1992,1992,876,2868,556581
0,1234,1234,1264,1312,2576,361919
1206,644,1850,1850,848,2698,535000
0,1390,1390,1390,1405,2795,401179
0,1410,1410,1426,1519,2945,438780
0,0,0,1547,720,2320,169000
1056,0,1056,1056,0,1056,145000
1191,523,1714,1714,0,1714,318000
1422,392,1814,1826,0,1826,319000
1416,494,1910,2000,0,2000,470000
213,995,1208,1621,0,1621,202500
1002,0,1204,1377,806,2183,229000
795,0,795,1468,795,2263,235000
712,84,796,790,784,1574,190000
850,138,988,1102,0,1102,169000
929,916,1845,1872,0,1872,241500
0,945,945,945,912,1857,188900
625,0,1686,1686,0,1686,207500
790,133,1392,1392,1392,2784,250000
550,163,713,811,741,1552,179900
1005,42,1047,1083,0,1083,172000
788,172,960,960,1358,2318,294323
548,127,675,1109,766,1875,184500
788,268,1056,1074,0,1074,153500
194,638,832,832,832,1664,162900
663,0,1040,1309,0,1309,181000
755,348,1103,1103,0,1103,155000
75,230,1096,1096,0,1096,138800
0,864,864,864,0,864,116050
614,244,858,858,0,858,88000
20,224,864,874,0,874,97500
951,536,1487,1419,0,1419,190000
0,525,525,525,567,1092,105500
402,363,765,765,600,1365,125500
309,174,483,483,504,987,83000
282,212,494,494,536,1030,116000
0,672,672,672,546,1218,91500
317,355,672,672,546,1218,118000
276,207,483,483,465,948,89000
382,143,525,525,567,1092,108000
0,483,483,483,504,987,94500
727,186,1069,1069,0,1069,146300
373,462,943,1387,0,1387,145000
769,95,864,900,0,900,123000
120,443,1055,1055,0,1055,137500
70,785,855,855,601,1456,144000
1447,533,1980,1980,0,1980,315000
1369,369,1738,1738,851,2589,412083
0,1249,1249,1249,1347,2596,342643
0,1618,1618,1618,0,1618,252000
1386,690,2076,2076,0,2076,465000
0,1721,1721,1740,0,1740,293000
1505,363,1868,1868,0,1868,415000
1261,572,1833,1850,0,1850,326000
0,1158,1158,1158,1218,2376,325300
0,1117,1117,1132,1320,2452,309000
0,1090,1090,1117,1089,2206,300000
0,1030,1030,1038,1060,2098,275500
1290,316,1606,1625,466,2091,338500
998,177,1175,1182,1142,2324,345000
0,1209,1209,1209,1044,2253,344133
0,1054,1054,1054,1335,2389,298236
880,644,1524,1544,814,2358,329900
1274,622,1896,1944,0,1944,360000
0,1085,1085,1120,850,1970,281000
1232,560,1792,1792,0,1792,372397
1383,397,1780,1780,0,1780,378000
1567,225,1792,1792,0,1792,374000
1410,438,1848,1848,880,2728,437154
546,512,1058,1058,846,1904,275000
994,426,1420,1426,488,1914,279000
659,705,1364,1364,0,1364,185850
472,1088,1560,1565,0,1565,282500
0,1368,1368,1368,0,1368,202500
0,1368,1368,1368,0,1368,202665
1023,663,1686,1686,0,1686,332200
415,1251,1666,1666,0,1666,310090
0,1405,1405,1405,0,1405,171750
28,1288,1316,1316,0,1316,169990
0,728,728,728,728,1456,170440
0,738,738,738,754,1492,169985
554,100,654,664,832,1496,179665
0,879,879,879,984,1863,219210
0,1326,1326,1326,0,1326,174190
0,728,728,728,728,1456,172785
0,1052,1052,1052,1321,2373,258000
0,738,738,738,754,1492,185101
453,767,1220,1364,0,1364,210250
0,1374,1374,1557,0,1557,234000
0,1273,1273,1456,0,1456,215000
1038,330,1368,1511,0,1511,246990
0,1375,1375,1414,0,1414,178740
1059,306,1365,1548,0,1548,225000
16,1232,1248,1248,0,1248,167240
16,1126,1142,1142,0,1142,156820
16,1346,1362,1506,0,1506,213490
1154,366,1520,1567,0,1567,264561
1070,286,1356,1500,0,1500,246578
0,732,732,734,1104,1838,192140
457,326,783,807,702,1509,183200
0,707,707,707,707,1414,178000
0,848,848,848,750,1598,201490
0,1406,1406,1454,482,1936,230500
0,783,783,807,702,1509,180000
0,953,953,953,711,1664,172400
732,250,982,1008,881,1889,215000
0,930,930,956,930,1886,199900
786,173,959,959,712,1671,173000
0,1035,1035,1082,1240,2322,287602
0,975,975,1005,1286,2291,230000
1074,322,1396,1407,985,2392,348000
791,253,1044,1079,897,1976,286000
505,655,1160,1205,1029,2234,300000
1387,543,1930,1831,1796,3627,625000
1182,358,1540,1540,1315,2855,405000
956,130,1086,1086,838,1924,280000
0,1141,1141,1165,1098,2263,258000
527,815,1342,1358,1368,2726,350000
292,48,1733,1933,1567,3500,584500
380,742,1290,1305,1189,2494,321000
740,425,1165,1203,1323,2526,290000
247,0,1286,1565,1234,2799,315000
0,1100,1100,1116,848,1964,252000
1562,108,1670,1670,0,1670,336820
1721,356,2077,2097,0,2097,423000
1220,440,1660,1660,0,1660,290000
0,1616,1616,1616,0,1616,232000
0,1504,1504,1504,0,1504,199000
24,1254,1278,1278,0,1278,198600
1836,200,2036,2036,604,2640,405749
0,1489,1489,1489,0,1489,232600
0,1095,1095,1095,844,1939,266000
0,756,756,756,797,1553,186500
0,858,858,858,858,1716,200825
0,770,770,778,798,1576,197000
905,357,1262,1262,0,1262,185000
0,1257,1257,1266,0,1266,176000
0,1293,1293,1301,0,1301,187750
24,1118,1142,1142,0,1142,139500
0,1400,1400,1400,0,1400,186800
0,1131,1131,1131,0,1131,132000
0,1141,1141,1141,0,1141,142500
941,217,1158,1158,0,1158,158000
0,891,891,891,795,1686,184000
0,784,784,831,754,1585,184900
0,941,941,941,896,1837,187000
387,374,761,810,793,1603,175900
758,78,836,844,887,1731,248500
904,494,1398,1398,0,1398,172000
278,939,1217,1217,0,1217,151000
274,362,636,636,684,1320,150000
1056,0,1056,1056,0,1056,107000
641,187,828,965,0,965,119900
36,952,988,988,0,988,129500
1332,396,1728,1728,0,1728,125000
0,0,0,1286,368,1654,119500
612,252,864,1211,0,1211,144000
506,0,506,1212,0,1212,151000
554,430,984,984,0,984,126000
162,450,882,909,0,909,116000
181,744,925,925,0,925,133500
712,312,1024,1024,0,1024,120875
560,0,935,935,0,935,137000
644,268,912,912,0,912,124000
465,447,912,1236,0,1236,135000
659,253,912,941,0,941,129200
1023,228,1748,2151,495,2646,260000
0,1288,1288,1301,1116,2417,260000
1118,216,1334,1520,1306,2826,334000
1012,326,1338,1352,1168,2520,310000
728,367,1095,1166,1129,2295,268000
1456,168,1624,1624,0,1624,262000
0,1143,1143,1143,0,1143,176400
1039,208,1247,1247,0,1247,197000
0,600,600,520,600,1200,151000
0,600,600,520,623,1223,147400
0,600,600,520,623,1223,149900
0,600,600,520,600,1200,144152
353,403,756,768,756,1524,166000
450,241,691,713,739,1452,183900
641,32,673,673,709,1382,165000
0,530,530,530,550,1080,139000
0,569,569,854,840,1694,200000
0,1568,1568,1568,0,1568,221000
437,0,1494,1494,0,1494,270000
767,441,1208,1208,0,1208,165000
1009,44,1235,1235,0,1235,214000
860,176,1036,1036,0,1036,188000
807,419,1226,1226,0,1226,190000
652,48,1226,1226,0,1226,170000
1810,32,1842,1842,0,1842,385000
962,191,1153,1193,0,1193,146500
0,570,570,1222,698,1920,170000
297,1203,1568,2156,0,2156,262500
404,304,708,708,708,1416,179900
619,435,1054,1512,1142,2654,250000
247,485,732,1012,778,1790,165150
553,713,1334,1334,0,1334,164500
0,1164,1164,1164,0,1164,140000
400,100,980,980,0,980,135500
758,293,1051,1051,0,1051,142000
361,56,900,884,886,1770,155000
760,216,976,976,0,976,157500
1016,36,1052,1052,0,1052,138500
744,89,833,898,0,898,140000
799,252,1051,1051,0,1051,124400
602,137,1141,1141,0,1141,158000
661,203,864,1200,0,1200,146000
416,409,825,1097,896,1993,190000
915,135,1050,1050,0,1050,136500
521,169,864,864,0,864,129900
528,1098,1626,1712,0,1712,145000
901,34,1187,1565,0,1565,185900
553,698,1251,1251,0,1251,160000
260,0,1008,1488,0,1488,167000
360,360,720,720,720,1440,157500
513,75,588,1095,0,1095,140000
567,413,1008,1053,0,1053,150000
632,616,1248,1248,0,1248,151500
574,242,816,816,0,816,129800
486,522,1008,1008,0,1008,137000
0,938,938,1043,0,1043,137000
384,363,747,774,456,1230,121600
0,440,440,869,0,869,85500
0,600,600,747,0,747,79900
0,504,504,936,316,1252,127000
915,336,1251,1433,0,1433,161000
40,1404,1444,1624,0,1624,146500
996,60,1056,1216,0,1216,135000
756,1380,2136,2136,0,2136,137900
403,238,806,958,620,1578,133000
0,704,704,1024,704,1728,137000
486,450,936,936,0,936,121000
0,1584,1584,1584,0,1584,119000
939,307,1246,1246,0,1246,172000
600,635,1235,1235,0,1235,98600
445,479,924,1216,941,2157,226000
812,124,936,1128,0,1128,118000
1036,140,1360,1360,1360,3112,235000
0,1008,1008,1008,0,1008,135000
803,303,1106,1190,0,1190,132500
748,102,1144,1144,0,1144,143000
623,556,1179,1364,0,1364,132000
565,818,1383,1383,0,1383,145250
203,918,1121,1336,0,1336,162000
678,99,1058,1370,0,1370,148000
895,197,1092,1092,0,1092,141000
914,210,1124,1124,0,1124,153000
360,710,1070,1236,0,1236,134450
943,0,943,943,0,943,135960
824,226,1050,1050,0,1050,156000
0,1367,1367,1375,0,1375,140000
658,350,1008,1008,0,1008,139500
0,216,216,1575,0,1575,155000
271,30,301,1145,0,1145,127000
488,517,1005,1005,0,1005,133500
144,0,1056,1056,0,1056,125000
741,143,884,884,0,884,142000
0,929,929,2039,0,2039,167000
494,521,1015,1384,0,1384,159000
1018,1153,2171,1392,1248,2640,180000
0,784,784,900,412,1312,127000
617,0,617,865,445,1310,112000
0,713,713,713,0,713,99800
415,418,833,833,0,833,117000
0,1073,1073,1073,0,1073,108480
0,715,715,715,0,715,68000
0,448,448,448,272,720,86900
821,299,1120,1130,0,1130,120000
338,325,663,774,821,1595,155500
0,1077,1077,981,779,1760,80000
0,672,672,694,520,1214,105000
664,290,954,1766,648,2414,160000
626,170,796,1096,370,1466,170000
643,445,1088,1324,0,1324,160000
516,380,1024,1086,0,1086,159950
580,503,1083,1146,0,1146,165000
600,312,912,1085,649,1734,159000
701,434,1135,1207,0,1207,147000
312,0,912,912,0,912,115000
655,0,655,1194,0,1194,159500
414,450,864,864,0,864,120000
708,108,816,816,0,816,129900
913,400,1313,1773,0,1773,183000
0,0,0,1472,0,1472,157500
636,802,1438,1900,548,2448,277500
1277,207,1484,1600,0,1600,207500
455,455,910,910,611,1521,147500
0,720,720,720,472,1192,135000
0,0,0,1040,0,1040,109500
0,0,0,1040,0,1040,109900
369,671,1040,1040,0,1040,133700
0,0,0,1040,0,1040,81400
0,0,0,1040,0,1040,87500
0,0,0,1040,0,1040,93500
0,1556,1556,1556,0,1556,119000
179,465,1150,1150,0,1150,141000
781,369,1150,1150,0,1150,146000
512,148,660,660,688,1348,155000
784,141,925,999,0,999,134500
809,236,1045,1045,0,1045,120000
468,396,864,864,0,864,105000
953,72,1025,1025,0,1025,124000
0,716,716,1007,1007,2014,169000
0,686,686,810,518,1328,107000
276,936,1212,1226,442,1668,135000
284,863,1147,1147,510,1657,111500
381,399,780,940,476,1416,156500
16,712,728,832,809,1641,178000
208,504,712,848,580,1428,139900
0,502,502,502,502,1004,105000
0,813,813,813,0,813,110000
0,938,938,1084,867,1951,111500
143,817,1032,1032,0,1032,108000
0,844,844,844,0,844,111500
0,636,636,1089,661,1750,124000
0,576,576,864,0,864,105000
0,648,648,734,384,1118,116000
0,738,738,714,662,1376,96900
576,384,960,960,0,960,135500
0,816,816,816,750,1566,139000
416,76,492,492,0,492,61500
310,460,770,885,297,1182,120000
256,906,1162,1163,0,1163,126175
0,798,798,840,0,840,64000
0,1020,1020,908,1020,1928,137000
0,1095,1095,1095,679,1774,87000
390,490,880,880,888,1768,163000
0,1226,1226,1226,878,2104,155000
0,540,540,889,551,1440,79000
0,815,815,815,875,1690,144000
0,684,684,684,684,1368,114504
0,596,596,998,764,1762,157000
0,1200,1200,1200,0,1200,125000
0,1107,1107,1518,1518,3608,475000
0,624,624,624,624,1248,93500
0,960,960,960,0,960,125000
0,1020,1020,1020,0,1020,64500
266,522,788,788,0,788,100000
0,972,972,972,605,1577,140200
0,848,848,1017,810,1827,202500
399,605,1004,1004,660,1664,159000
507,286,793,793,325,1118,119900
0,816,816,816,0,1176,114500
0,896,896,896,448,1344,115000
347,381,728,728,434,1162,75000
489,279,768,1015,0,1015,88000
0,0,0,672,240,912,80500
0,1042,1042,1042,534,1576,149000
0,741,741,741,583,1324,110000
397,706,1103,1103,0,1103,110500
616,0,616,616,0,616,89000
0,993,993,1048,0,1048,113000
0,816,816,816,0,816,109000
0,1595,1595,1611,875,2486,220000
789,171,960,960,0,960,129000
0,485,485,1001,634,1635,117000
0,693,693,693,0,693,52500
0,596,596,834,596,1430,107000
0,396,396,665,665,1330,116500
0,610,610,819,0,819,72000
0,780,780,780,596,1376,119500
0,803,803,803,557,1360,125500
0,1007,1007,1077,0,1077,91000
490,30,520,520,0,754,84500
343,641,984,984,0,984,90000
329,477,806,1081,341,1422,137500
0,1921,1921,1921,0,1921,150000
0,0,0,1640,0,1640,131000
300,468,1062,1352,0,1352,130000
0,0,0,1032,0,1032,125000
0,830,830,879,0,879,80000
510,190,1073,1073,0,1073,157000
547,504,1051,1382,0,1382,148000
0,0,0,1296,0,1296,90000
663,396,1059,1068,0,1068,154500
779,285,1064,1064,0,1064,153600
328,285,1164,1320,0,1320,164500
456,456,912,934,0,934,132000
773,286,1059,1059,0,1059,142500
673,378,1051,1159,0,1159,158000
209,463,672,672,728,1400,149500
194,0,1176,1458,0,1458,165000
570,891,1461,1721,0,1721,180000
794,166,960,1040,0,1040,160500
0,1967,1967,1967,0,1967,156500
483,1466,1949,1949,0,1949,157000
57,554,1052,1252,668,1920,172500
168,284,1134,1803,0,1803,155000
306,372,1763,1779,0,1779,170000
0,872,872,872,0,872,105000
648,0,648,960,0,960,145000
988,200,1188,1437,0,1437,168000
810,229,1865,1830,0,1830,278000
104,46,1000,1000,0,1000,164000
603,701,1304,1304,983,2287,225000
535,88,782,810,0,810,130000
762,102,864,894,0,894,142500
397,33,430,880,680,1700,148400
1082,371,1453,1453,0,1453,190000
799,168,967,1350,0,1350,146000
230,569,799,799,351,1150,128000
603,293,896,1112,896,2008,225000
0,697,697,1575,626,2201,274970
0,672,672,1337,672,2009,235000
425,1411,1836,1836,1836,3672,415000
612,0,1776,1560,0,1560,182000
0,0,0,1488,0,1488,135000
0,1057,1057,1057,0,1057,137000
444,550,994,1216,639,1855,136900
468,532,1000,1068,541,1609,149900
210,219,980,1148,0,1148,123500
0,0,0,1124,0,1124,93000
0,810,810,1002,454,1456,91500
1258,40,1298,1298,0,1298,180000
549,319,868,1313,1246,2559,209000
380,397,777,1065,846,1911,215000
261,0,1344,1440,0,1440,224500
0,1308,1308,1308,568,1876,229800
393,815,1208,1208,0,1208,183600
684,515,1199,1220,0,1220,194000
0,1286,1286,1294,0,1294,193879
20,1594,1614,1614,0,1614,221500
0,1498,1498,1498,0,1498,204900
464,927,1391,1391,571,1962,239799
1576,260,1836,1846,0,1846,233555
1300,434,1734,1734,0,1734,260000
1122,448,1570,1590,0,1590,294900
0,945,945,945,864,1809,209700
56,1558,1614,1614,0,1614,225000
0,784,784,784,812,1596,181000
789,119,908,927,988,1915,220000
812,812,1624,1582,0,1582,190000
938,0,938,988,0,988,180000
655,878,1533,1533,0,1533,280000
853,535,1388,1388,0,1388,158900
298,572,870,914,0,914,148000
0,1100,1100,1100,0,1100,145000
0,781,781,795,704,1499,187000
846,579,1425,1425,0,1425,193000
716,274,990,990,0,990,156000
1400,125,1525,1525,0,1525,235000
1200,279,1479,1494,0,1494,217000
1162,426,1588,1588,0,1588,214000
500,342,842,856,893,1749,196000
894,57,951,951,828,1779,217000
700,216,916,920,941,1861,200000
0,936,936,936,840,1776,192500
0,1541,1541,1541,0,1541,205000
483,428,911,954,0,954,132500
509,166,675,686,702,1388,157500
595,0,995,1282,0,1282,174000
523,448,971,971,0,971,128500
360,504,864,864,0,864,128500
894,0,894,894,0,894,149900
437,427,864,864,0,864,119900
338,292,630,630,690,1320,137000
932,133,1065,1091,898,1989,255000
456,370,826,878,884,1762,222000
639,201,840,840,915,1755,214000
872,476,1348,1358,0,1358,220000
0,1753,1753,1787,0,1787,275000
0,872,872,872,1037,1909,197000
986,668,1654,1654,0,1654,230000
920,170,1090,1090,1124,2214,268500
0,1065,1065,1065,984,2049,210900
796,258,1054,1070,869,1939,227000
685,245,930,950,1045,1995,237000
975,133,1108,1108,989,2097,274300
24,1836,1860,1836,0,1836,216837
717,131,848,848,0,848,133000
662,186,848,848,0,848,155900
0,1079,1079,1079,840,1919,233230
1000,390,1390,1390,0,1390,207000
0,847,847,847,1101,1948,195000
340,1342,1682,1700,0,1700,200000
0,851,851,851,886,1737,203160
0,784,784,784,827,1611,195800
24,1528,1552,1552,0,1552,212900
0,860,860,860,860,1720,196500
996,340,1336,1336,0,1336,198000
0,750,750,750,750,1500,173900
0,728,728,728,728,1456,163990
24,1286,1310,1310,0,1310,164990
173,166,676,760,676,1436,98000
176,1290,1466,1466,0,1466,149900
836,0,836,1220,0,1220,102000
976,0,976,1012,0,1012,127500
945,0,945,980,0,980,127500
847,329,1176,1176,0,1176,119900
0,796,796,806,918,1724,196500
475,142,914,914,0,914,117250
0,1150,1150,1164,1150,2314,229000
547,0,547,1072,0,1072,145000
547,0,547,1072,0,1072,140000
547,0,547,1072,0,1072,142500
0,970,970,970,739,1709,134000
0,970,970,970,739,1709,130000
0,970,970,970,739,1709,130000
0,970,970,970,739,1709,137500
0,976,976,976,732,1708,130000
0,624,624,624,312,936,97900
0,832,832,846,492,1338,92000
0,1093,1093,1093,576,1669,107000
0,658,658,658,526,1184,81000
392,392,784,949,272,1221,104900
167,697,864,864,0,864,115000
691,263,954,1482,0,1482,125000
0,686,686,686,564,1250,116000
0,864,864,964,0,1414,83000
0,795,795,954,795,2230,118500
0,498,498,498,0,498,35000
0,616,616,1055,218,1273,121000
0,686,686,948,980,1928,160000
388,552,940,1192,403,1595,140000
930,128,1058,1058,493,1551,137000
780,0,780,816,524,1340,128000
424,200,624,743,736,1479,160000
0,747,747,892,892,1784,138887
305,450,755,755,755,1510,149000
0,1008,1008,1008,0,1522,102000
0,818,818,818,818,1636,167000
352,441,793,901,901,1802,200100
646,346,992,992,473,1465,131000
384,440,824,824,464,1288,112000
216,540,756,961,756,1717,140000
0,817,817,940,610,1550,195000
0,792,792,792,725,1517,230000
602,299,901,1125,592,1717,194000
0,700,700,1180,0,1180,137500
223,794,1017,1020,1037,2057,250000
526,496,1022,1122,549,1671,218000
503,449,952,1170,1175,2345,239000
0,637,637,959,650,1609,199500
0,697,697,1104,697,1801,210000
296,230,1073,1811,0,1811,230000
1283,0,1430,1647,0,1647,217500
760,408,1168,1278,1037,2315,257000
841,324,1165,1336,0,1336,157000
1110,734,1844,1844,0,1844,223000
305,671,976,976,0,976,102000
374,487,861,861,424,1285,145400
0,432,432,672,0,672,72000
0,641,641,641,0,641,85000
285,666,951,951,0,951,106500
0,967,967,967,671,1638,139000
637,0,637,897,439,1336,108000
0,0,0,729,0,729,51689
50,430,480,480,0,480,35311
0,660,660,1060,336,1396,115000
0,216,216,576,360,936,78000
1573,0,1573,1778,0,1778,375000
1564,30,1594,1646,0,1646,300000
776,849,1625,1625,0,1625,242500
0,1664,1664,1664,0,1664,145000
0,1491,1491,1491,0,1491,209000
975,0,975,1004,0,1004,135000
576,552,1128,1210,0,1210,148000
0,1907,1907,1959,0,1959,171000
965,245,1210,1238,1281,2519,335000
0,0,0,1295,0,1295,230000
909,723,1632,1650,0,1650,250764
0,1686,1686,1707,0,1707,228000
980,92,1112,1137,0,1137,176000
1053,256,1309,1339,0,1339,180000
1216,0,1216,1298,1216,2514,250000
1136,129,1381,1403,0,1403,202000
1274,526,1800,1800,0,1800,312500
1350,378,1728,1960,0,1960,320000
1460,408,1868,2028,0,2028,369900
1455,383,1838,1838,0,1838,359900
0,0,0,1600,0,1600,81500
1243,45,1288,1368,0,1368,215000
897,319,1216,1216,0,1216,164000
1201,36,1237,1337,0,1337,153500
0,1140,1140,1140,0,1140,84500
0,264,264,616,688,1304,104500
548,36,757,925,550,1475,127000
837,105,942,1291,1230,2521,151400
441,423,864,874,0,874,126500
149,1503,1652,1652,0,1652,146500
522,108,630,630,0,630,73000
252,294,546,546,546,1092,79400
119,641,1104,1360,0,1360,140000
553,77,630,630,0,630,92000
408,138,546,546,546,1092,87550
0,546,546,546,546,1092,79500
0,546,546,546,546,1092,90500
252,294,546,546,546,1092,71000
936,396,1728,1728,0,1728,150900
1606,122,1728,1728,0,1728,188000
936,190,1126,1126,0,1126,160000
1224,0,1224,1224,0,1224,131000
819,184,1003,1003,0,1003,142500
301,239,864,902,0,902,131000
337,575,912,970,0,970,132000
1071,195,1389,1389,0,1389,170000
758,238,996,996,1004,2000,188000
